scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps,forced_over_threshold
A8_sens_minus,0,A8,-1,0,55.85045255580045,0.22778102930891342,245.19360863918504,1,Därlingen,15.0,1,43.199999999999996,4,0.0,43.199999999999996,53.199999999999996,0,72.0,15.0,16.400234110241765,39.45021844555869,3.4167154396337014,100.0,1,1,1,0,0
A8_sens_minus,1,A8,-1,1,52.27929161361622,0.16745759793203013,312.19420473734505,1,Därlingen,15.0,1,44.199999999999996,4,9.0,53.199999999999996,63.199999999999996,0,72.0,15.0,12.05694705110617,40.22234456251005,2.511863968980452,100.0,1,1,1,0,0
A8_sens_minus,2,A8,-1,2,71.09201918415408,0.22097270600950947,321.7230782388784,0,Iseltwald-Süd,31.0,6,35.6,3,0.0,35.6,45.6,0,56.0,31.0,12.37447153653253,58.71754764762155,6.850153886294794,100.0,0,1,0,1,0
A8_sens_minus,3,A8,-1,3,74.93542136076856,0.22018759274537233,340.32535814779,0,Iseltwald-Süd,31.0,6,36.6,3,0.0,36.6,46.6,1,56.0,31.0,12.330505193740851,62.60491616702771,6.825815375106543,100.0,0,1,0,1,0
A8_sens_minus,4,A8,-1,4,50.818308416057896,0.20228866165125306,251.21679090283854,0,Iseltwald-Süd,31.0,6,37.6,3,0.0,37.6,47.6,2,56.0,31.0,11.32816505247017,39.49014336358773,6.270948511188845,100.0,0,1,0,1,0
A8_sens_minus,5,A8,-1,5,72.347173791823,0.24603963570842421,294.0468253560574,1,Därlingen,15.0,1,48.199999999999996,4,15.0,63.199999999999996,73.19999999999999,0,72.0,15.0,17.714853771006542,54.63232002081645,3.690594535626363,100.0,1,1,1,0,0
A8_sens_minus,6,A8,-1,6,73.68906435680357,0.18733263115259044,393.3594692148464,0,Iseltwald-Süd,31.0,6,39.6,3,0.0,39.6,49.6,3,56.0,31.0,10.490627344545064,63.19843701225851,5.807311565730304,100.0,0,1,0,1,0
A8_sens_minus,7,A8,-1,7,57.58040034726942,0.15354424328946678,375.00852597069957,0,Iseltwald-Süd,31.0,6,40.6,4,0.0,40.6,50.6,4,56.0,31.0,8.59847762421014,48.98192272305928,4.75987154197347,100.0,0,1,0,1,0
A8_sens_minus,8,A8,-1,8,42.68624375167551,0.19954120798543812,213.92194716386913,0,Iseltwald-Süd,31.0,6,41.6,4,0.0,41.6,51.6,5,56.0,31.0,11.174307647184534,31.511936104490978,6.185777447548582,100.0,0,1,0,1,0
A8_sens_minus,9,A8,-1,9,63.702115184383814,0.1702529963659473,374.1614922738888,0,Iseltwald-Süd,31.0,6,42.6,4,3.0,45.6,55.6,0,56.0,31.0,9.534167796493048,54.16794738789076,5.277842887344366,100.0,0,1,0,1,0
A8_sens_minus,10,A8,-1,10,60.197426388287,0.16243307595215475,370.59832817558885,0,Iseltwald-Süd,31.0,6,43.6,4,3.0,46.6,56.6,1,56.0,31.0,9.096252253320666,51.101174134966335,5.035425354516797,100.0,0,1,0,1,0
