scenario,highway,sens,status,system_ok,n_cars,feasible_cars,infeasible_cars,assigned_cars,rejected_waiting_time_cars,pct_rejected_waiting_time,n_stations,total_waiting_time_min,average_waiting_time_min,max_waiting_time_min,pct_assigned_furthest,average_fallback_steps
A2_sens_plus,A2,1,SYSTEM_SATURATED,False,512,512,0,511,1,0.1953125,20,5271.19373776908,10.31544762772814,14.990215264187881,26.614481409001954,4.500978473581213
A2_sens_minus,A2,-1,SYSTEM_SATURATED,False,273,273,0,272,1,0.3663003663003663,19,2665.8088235294117,9.800767733564014,15.0,22.794117647058822,4.444852941176471
A8_sens_plus,A8,1,SYSTEM_SATURATED,False,47,47,0,46,1,2.127659574468085,1,329.5652173913044,7.1644612476370515,13.913043478260875,100.0,0.0
A8_sens_minus,A8,-1,SYSTEM_SATURATED,False,55,54,1,53,1,1.8518518518518516,2,450.0,8.49056603773585,14.444444444444457,18.867924528301888,0.8113207547169812
A13_sens_plus,A13,1,SYSTEM_SATURATED,False,179,177,2,175,2,1.1299435028248588,5,1594.2696629213488,9.110112359550564,14.943820224719104,20.57142857142857,1.6114285714285714
A13_sens_minus,A13,-1,SYSTEM_SATURATED,False,82,82,0,81,1,1.2195121951219512,5,595.1851851851854,7.34796524919982,14.814814814814838,69.1358024691358,0.5061728395061729
