scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps
A8_sens_plus,0,A8,1,0.0,19.805240773909727,0.24771544765304354,79.95157735035339,0,Iseltwald-Nord,31.0,6,18.6,1,0.0,18.6,28.6,0,31.0,56.0,7.679178877244349,12.126061896665377,13.87206506857044,100.0,0,0,1,0
A8_sens_plus,1,A8,1,2.4,30.649045981821843,0.17766251135543107,172.51273635609854,0,Iseltwald-Nord,31.0,6,21.0,2,0.0,21.0,31.0,1,31.0,56.0,5.5075378520183635,25.14150812980348,9.94910063590414,100.0,0,0,1,0
A8_sens_plus,2,A8,1,4.8,42.461658225690485,0.21835101225213221,194.46513111035895,0,Iseltwald-Nord,31.0,6,23.400000000000002,2,0.0,23.400000000000002,33.400000000000006,2,31.0,56.0,6.768881379816099,35.692776845874384,12.227656686119404,100.0,0,0,1,0
A8_sens_plus,3,A8,1,7.2,87.53471585155376,0.226738516830775,386.0601942495936,0,Iseltwald-Nord,31.0,6,25.8,2,0.0,25.8,35.8,3,31.0,56.0,7.0288940217540254,80.50582182979973,12.6973569425234,100.0,0,0,1,0
A8_sens_plus,4,A8,1,9.6,22.985369982845345,0.17882322663571365,128.53682608954125,0,Iseltwald-Nord,31.0,6,28.200000000000003,2,0.0,28.200000000000003,38.2,4,31.0,56.0,5.5435200257071235,17.44184995713822,10.014100691599964,100.0,0,0,1,0
A8_sens_plus,5,A8,1,12.0,78.58349388454172,0.16465595509727793,477.2587413441256,0,Iseltwald-Nord,31.0,6,30.6,3,0.0,30.6,40.6,5,31.0,56.0,5.104334608015616,73.4791592765261,9.220733485447564,100.0,0,0,1,0
A8_sens_plus,6,A8,1,14.4,23.04362168568524,0.2272160590952181,101.41722278542153,0,Iseltwald-Nord,31.0,6,33.0,3,0.0,33.0,43.0,0,31.0,56.0,7.043697831951762,15.999923853733478,12.724099309332214,100.0,0,0,1,0
A8_sens_plus,7,A8,1,16.8,37.03695591727339,0.19536193813167005,189.58122688315683,0,Iseltwald-Nord,31.0,6,35.400000000000006,3,0.0,35.400000000000006,45.400000000000006,1,31.0,56.0,6.056220082081771,30.980735835191616,10.940268535373523,100.0,0,0,1,0
A8_sens_plus,8,A8,1,19.2,64.21782539044293,0.1787879600616808,359.184283820276,0,Iseltwald-Nord,31.0,6,37.8,3,0.0,37.8,47.8,2,31.0,56.0,5.542426761912105,58.67539862853082,10.012125763454124,100.0,0,0,1,0
A8_sens_plus,9,A8,1,21.6,59.32273372511271,0.17116228200465508,346.58765371858806,0,Iseltwald-Nord,31.0,6,40.2,4,0.0,40.2,50.2,3,31.0,56.0,5.306030742144308,54.016702982968404,9.585087792260685,100.0,0,0,1,0
A8_sens_plus,10,A8,1,24.0,86.39489312547995,0.2483621585517616,347.8585209166405,0,Iseltwald-Nord,31.0,6,42.6,4,0.0,42.6,52.6,4,31.0,56.0,7.69922691510461,78.69566621037535,13.90828087889865,100.0,0,0,1,0
A8_sens_plus,11,A8,1,26.4,42.91206246938991,0.21463069137077348,199.9344184903152,0,Iseltwald-Nord,31.0,6,45.0,4,0.0,45.0,55.0,5,31.0,56.0,6.653551432493978,36.25851103689593,12.019318716763316,100.0,0,0,1,0
A8_sens_plus,12,A8,1,28.8,85.17134495827156,0.20230638924619143,421.00175518739815,0,Iseltwald-Nord,31.0,6,47.400000000000006,4,0.0,47.400000000000006,57.400000000000006,0,31.0,56.0,6.271498066631934,78.89984689163963,11.32915779778672,100.0,0,0,1,0
A8_sens_plus,13,A8,1,31.2,84.13989542028482,0.1614195508549965,521.2497183557886,0,Iseltwald-Nord,31.0,6,49.8,4,0.0,49.8,59.8,1,31.0,56.0,5.004006076504892,79.13588934377992,9.039494847879805,100.0,0,0,1,0
A8_sens_plus,14,A8,1,33.6,67.24573935542924,0.2412444095195763,278.7452753385874,0,Iseltwald-Nord,31.0,6,52.2,5,0.0,52.2,62.2,2,31.0,56.0,7.478576695106865,59.76716266032237,13.509686933096273,100.0,0,0,1,0
A8_sens_plus,15,A8,1,36.0,11.556968864267532,0.1832786836135392,63.05680855192367,0,Iseltwald-Nord,31.0,6,54.6,5,0.0,54.6,64.6,3,31.0,56.0,5.6816391920197145,5.875329672247817,10.263606282358195,100.0,0,0,1,0
A8_sens_plus,16,A8,1,38.4,73.7919440044343,0.22907410570420036,322.13131980844935,0,Iseltwald-Nord,31.0,6,57.0,5,0.0,57.0,67.0,4,31.0,56.0,7.101297276830211,66.69064672760409,12.828149919435221,100.0,0,0,1,0
A8_sens_plus,17,A8,1,40.8,82.06041507624909,0.24053367527791866,341.1597772388187,0,Iseltwald-Nord,31.0,6,59.4,5,0.0,59.4,69.4,5,31.0,56.0,7.456543933615478,74.60387114263361,13.469885815563446,100.0,0,0,1,0
A8_sens_plus,18,A8,1,43.2,51.90902558236499,0.17058457371948155,304.300819532058,0,Iseltwald-Nord,31.0,6,61.800000000000004,6,0.0,61.800000000000004,71.80000000000001,0,31.0,56.0,5.288121785303928,46.62090379706106,9.552736128290967,100.0,0,0,1,0
A8_sens_plus,19,A8,1,45.6,25.773015112678685,0.2477948121703804,104.0095024061985,0,Iseltwald-Nord,31.0,6,64.2,6,0.0,64.2,74.2,1,31.0,56.0,7.6816391772817925,18.091375935396893,13.876509481541303,100.0,0,0,1,0
A8_sens_plus,20,A8,1,48.0,24.46345845179013,0.23941978940663303,102.17809694185782,0,Iseltwald-Nord,31.0,6,66.6,6,0.0,66.6,76.6,2,31.0,56.0,7.422013471605624,17.041444980184508,13.40750820677145,100.0,0,0,1,0
