scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps,forced_over_threshold
A13_sens_minus,0,A13,-1,0,69.34415957140484,0.1937741005080332,357.8608255158954,4,Heidiland,58.0,6,79.2,7,0.0,79.2,89.2,0,132.0,58.0,25.578181267060383,43.76597830434446,11.238897829465925,100.0,4,4,1,0,0
A13_sens_minus,1,A13,-1,1,70.29350536956863,0.15649311020340692,449.17955351646094,4,Heidiland,58.0,6,80.2,8,0.0,80.2,90.2,1,132.0,58.0,20.657090546849712,49.63641482271892,9.076600391797601,100.0,4,4,1,0,0
A13_sens_minus,2,A13,-1,2,47.214443058358675,0.24374162411963504,193.7069354850304,4,Heidiland,58.0,6,81.2,8,0.0,81.2,91.2,2,132.0,58.0,32.173894383791826,15.04054867456685,14.137014198938832,100.0,4,4,1,0,0
A13_sens_minus,3,A13,-1,3,18.29800237183136,0.2194467799146086,83.38241453782781,1,Isola,147.0,1,28.8,2,0.0,28.8,38.8,0,43.0,147.0,9.43621153632817,8.86179083550319,32.258676647447466,100.0,1,1,1,0,0
A13_sens_minus,4,A13,-1,4,87.34814798605869,0.18976778614142123,460.28965064156864,4,Heidiland,58.0,6,83.2,8,0.0,83.2,93.2,3,132.0,58.0,25.0493477706676,62.29880021539109,11.006531596202432,100.0,4,4,1,0,0
A13_sens_minus,5,A13,-1,5,35.66002567034248,0.2392556467349819,149.04570135325704,4,Heidiland,58.0,6,84.2,8,0.0,84.2,94.2,4,132.0,58.0,31.58174536901761,4.078280301324867,13.87682751062895,100.0,4,4,1,0,0
A13_sens_minus,6,A13,-1,6,26.026524097474102,0.15449454573797913,168.4624138227816,4,Heidiland,58.0,6,85.2,8,0.0,85.2,95.2,5,132.0,58.0,20.393280037413245,5.633244060060857,8.96068365280279,100.0,4,4,1,0,0
A13_sens_minus,7,A13,-1,7,78.62073513544755,0.18094934743173288,434.4902938382187,4,Heidiland,58.0,6,86.2,8,3.0,89.2,99.2,0,132.0,58.0,23.88531386098874,54.7354212744588,10.495062151040507,100.0,4,4,1,0,0
A13_sens_minus,8,A13,-1,8,51.05168724683918,0.2005343172700339,254.57830830069054,4,Heidiland,58.0,6,87.2,8,3.0,90.2,100.2,1,132.0,58.0,26.470529879644474,24.581157367194706,11.630990401661967,100.0,4,4,1,0,0
A13_sens_minus,9,A13,-1,9,24.339204383106264,0.20853658909187556,116.71431133067527,2,Viamala,100.0,16,63.0,6,0.0,63.0,73.0,0,90.0,100.0,18.7682930182688,5.570911364837464,20.853658909187555,100.0,2,2,1,0,0
A13_sens_minus,10,A13,-1,10,70.03716612779805,0.1764565575882058,396.9088317547416,4,Heidiland,58.0,6,89.2,8,2.0,91.2,101.2,2,132.0,58.0,23.292265601643166,46.74490052615488,10.234480340115937,100.0,4,4,1,0,0
A13_sens_minus,11,A13,-1,11,73.43825759070864,0.15565622300646995,471.7977615816628,4,Heidiland,58.0,6,90.2,9,3.0,93.2,103.2,3,132.0,58.0,20.546621436854032,52.89163615385461,9.028060934375256,100.0,4,4,1,0,0
A13_sens_minus,12,A13,-1,12,54.30631240728469,0.15260011278551278,355.8733438396273,4,Heidiland,58.0,6,91.2,9,3.0,94.2,104.2,4,132.0,58.0,20.143214887687687,34.163097519597,8.850806541559741,100.0,4,4,1,0,0
A13_sens_minus,13,A13,-1,13,75.73906022734005,0.15439163169156217,490.56454289341735,4,Heidiland,58.0,6,92.2,9,3.0,95.2,105.2,5,132.0,58.0,20.379695383286208,55.35936484405384,8.954714638110605,100.0,4,4,1,0,0
A13_sens_minus,14,A13,-1,14,58.86950761335582,0.22951830336020765,256.4915597209064,4,Heidiland,58.0,6,93.2,9,6.0,99.2,109.2,0,132.0,58.0,30.29641604354741,28.573091569808412,13.312061594892043,100.0,4,4,1,0,0
A13_sens_minus,15,A13,-1,15,44.695161027358516,0.2084864964374461,214.37916503512625,4,Heidiland,58.0,6,94.2,9,6.0,100.2,110.2,1,132.0,58.0,27.520217529742887,17.17494349761563,12.092216793371874,100.0,4,4,1,0,0
A13_sens_minus,16,A13,-1,16,34.82638190106452,0.22015579301074983,158.18971386032985,4,Heidiland,58.0,6,95.2,9,6.0,101.2,111.2,2,132.0,58.0,29.060564677418977,5.765817223645545,12.76903599462349,100.0,4,4,1,0,0
A13_sens_minus,17,A13,-1,17,67.15414146805183,0.19261020798321912,348.65307592577096,4,Heidiland,58.0,6,96.2,9,7.0,103.2,113.2,3,132.0,58.0,25.424547453784925,41.72959401426691,11.171392063026708,100.0,4,4,1,0,0
A13_sens_minus,18,A13,-1,18,82.17397444296932,0.15859457630550675,518.1386170777649,4,Heidiland,58.0,6,97.2,9,7.0,104.2,114.2,4,132.0,58.0,20.93448407232689,61.239490370642436,9.198485425719392,100.0,4,4,1,0,0
A13_sens_minus,19,A13,-1,19,25.48951783311452,0.23614976190245632,107.93793577333007,2,Viamala,100.0,16,73.0,7,0.0,73.0,83.0,1,90.0,100.0,21.25347857122107,4.236039261893449,23.61497619024563,100.0,2,2,1,0,0
A13_sens_minus,20,A13,-1,20,58.81574115079153,0.1944268100931045,302.5083892629141,4,Heidiland,58.0,6,99.2,9,6.0,105.2,115.2,5,132.0,58.0,25.664338932289795,33.15140221850174,11.27675498540006,100.0,4,4,1,0,0
A13_sens_minus,21,A13,-1,21,14.92002267402552,0.240975135971931,61.91519558168614,1,Isola,147.0,1,46.8,4,0.0,46.8,56.8,0,43.0,147.0,10.361930846793033,4.558091827232486,35.423344987873854,100.0,1,1,1,0,0
A13_sens_minus,22,A13,-1,22,54.08547057590549,0.21687491571688544,249.3855520225777,4,Heidiland,58.0,6,101.2,10,8.0,109.2,119.2,0,132.0,58.0,28.627488874628877,25.457981701276612,12.578745111579355,100.0,4,4,1,0,0
A13_sens_minus,23,A13,-1,23,18.994621855181908,0.21235660578399052,89.44681416929063,1,Isola,147.0,1,48.8,4,8.0,56.8,66.8,0,43.0,147.0,9.131334048711592,9.863287806470316,31.216421050246606,100.0,1,1,1,0,0
