scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,reason,best_station_id,best_possible_waiting_time_min,waiting_time_threshold_min
A13_sens_minus,71,A13,-1,16.575875486381324,13.595636590383302,0.2273444712452209,59.80192311656711,WAITING_TIME_ABOVE_THRESHOLD,1,18.326848249027236,15.0
A13_sens_minus,76,A13,-1,17.7431906614786,14.52497840517597,0.24841364058310955,58.47093730876053,WAITING_TIME_ABOVE_THRESHOLD,1,17.159533073929957,15.0
A13_sens_minus,77,A13,-1,17.976653696498055,12.08009022841023,0.2059275355774772,58.66185012380374,WAITING_TIME_ABOVE_THRESHOLD,1,16.926070038910503,15.0
A13_sens_minus,78,A13,-1,18.21011673151751,13.513305353249736,0.23979522151711646,56.353522258512406,WAITING_TIME_ABOVE_THRESHOLD,1,16.692607003891048,15.0
A13_sens_minus,83,A13,-1,19.377431906614785,16.87566104440539,0.22267897942275666,75.78470625360151,WAITING_TIME_ABOVE_THRESHOLD,1,15.525291828793776,15.0
A13_sens_minus,104,A13,-1,24.280155642023345,86.59816866165156,0.2047650048004723,422.91488599839016,WAITING_TIME_ABOVE_THRESHOLD,0,15.525291828793769,15.0
A13_sens_minus,105,A13,-1,24.513618677042803,79.9865656490819,0.18375501786275614,435.2891506278357,WAITING_TIME_ABOVE_THRESHOLD,0,15.291828793774314,15.0
A13_sens_minus,106,A13,-1,24.747081712062258,52.31077445458767,0.19302690787050458,271.00249924575934,WAITING_TIME_ABOVE_THRESHOLD,0,15.05836575875486,15.0
A13_sens_minus,108,A13,-1,25.214007782101167,13.654961733714872,0.1738562061230939,78.54169855775449,WAITING_TIME_ABOVE_THRESHOLD,1,19.6887159533074,15.0
A13_sens_minus,109,A13,-1,25.44747081712062,21.52577092725542,0.18232153692078495,118.06488301273993,WAITING_TIME_ABOVE_THRESHOLD,2,15.252918287937746,15.0
A13_sens_minus,118,A13,-1,27.54863813229572,24.481898318612927,0.157514672450616,155.4261449915943,WAITING_TIME_ABOVE_THRESHOLD,3,15.719844357976655,15.0
A13_sens_minus,119,A13,-1,27.782101167315176,81.87222045030349,0.22168010679238417,369.3259699075362,WAITING_TIME_ABOVE_THRESHOLD,3,15.4863813229572,15.0
A13_sens_minus,120,A13,-1,28.01556420233463,82.6671986417737,0.1635786822048421,505.3665766683054,WAITING_TIME_ABOVE_THRESHOLD,3,15.252918287937746,15.0
