scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps
A2_sens_plus,0,A2,1,0.0,71.91648388447706,0.22251833208508687,323.1935239249301,19,Coldrerio-Ovest,283.0,7,169.8,16,0.0,169.8,179.8,0,283.0,8.0,62.972687980079584,8.943795904397476,1.780146656680695,100.0,19,19,1,0
A2_sens_plus,1,A2,1,0.07528230865746549,45.11027518016419,0.2208091235683588,204.2953409314122,12,Lavorgo,201.0,1,120.67528230865746,12,0.0,120.67528230865746,130.67528230865747,0,201.0,90.0,44.38263383724012,0.7276413429240662,19.872821121152292,100.0,12,12,1,0
A2_sens_plus,2,A2,1,0.15056461731493098,78.6878335929106,0.22385803864573828,351.50774155328116,19,Coldrerio-Ovest,283.0,7,169.95056461731494,16,0.0,169.95056461731494,179.95056461731494,1,283.0,8.0,63.35182493674393,15.336008656166662,1.7908643091659062,100.0,19,19,1,0
A2_sens_plus,3,A2,1,0.2258469259723965,65.78944232474912,0.18171531711299788,362.04676287051024,19,Coldrerio-Ovest,283.0,7,170.02584692597242,17,0.0,170.02584692597242,180.02584692597242,2,283.0,8.0,51.425434742978396,14.364007581770721,1.453722536903983,100.0,19,19,1,0
A2_sens_plus,4,A2,1,0.30112923462986196,17.534187831011963,0.23900194571176955,73.36420537830165,4,Knutwil-Süd,71.0,7,42.901129234629856,4,0.0,42.901129234629856,52.901129234629856,0,71.0,220.0,16.969138145535638,0.5650496854763247,52.580428056589305,100.0,4,4,1,0
A2_sens_plus,5,A2,1,0.37641154328732745,88.04978813094047,0.20938305480284475,420.5201238173176,19,Coldrerio-Ovest,283.0,7,170.17641154328734,17,0.0,170.17641154328734,180.17641154328734,3,283.0,8.0,59.255404509205064,28.794383621735406,1.675064438422758,100.0,19,19,1,0
A2_sens_plus,6,A2,1,0.451693851944793,70.89117615922824,0.16260263417466264,435.9780302395296,19,Coldrerio-Ovest,283.0,7,170.2516938519448,17,0.0,170.2516938519448,180.2516938519448,4,283.0,8.0,46.01654547142953,24.874630687798707,1.3008210733973011,100.0,19,19,1,0
A2_sens_plus,7,A2,1,0.5269761606022585,72.8851444221563,0.1643718661455534,443.4161765713335,19,Coldrerio-Ovest,283.0,7,170.32697616060227,17,0.0,170.32697616060227,180.32697616060227,5,283.0,8.0,46.51723811919162,26.367906302964684,1.3149749291644273,100.0,19,19,1,0
A2_sens_plus,8,A2,1,0.6022584692597239,20.24909061404367,0.21930954269297015,92.33109679313897,6,Neuenkirch-West,86.0,3,52.202258469259725,5,0.0,52.202258469259725,62.202258469259725,0,86.0,205.0,18.860620671595434,1.3884699424482356,44.95845625205888,100.0,6,6,1,0
A2_sens_plus,9,A2,1,0.6775407779171895,46.03087503164537,0.1672943936442078,275.14893971606256,17,Agno/Muzzano-Sud,263.0,1,158.47754077791717,15,0.0,158.47754077791717,168.47754077791717,0,263.0,28.0,43.99842552842665,2.0324495032187215,4.684243022037819,100.0,17,17,1,0
A2_sens_plus,10,A2,1,0.7528230865746549,39.663841938606495,0.20072927015820433,197.5986955332699,11,San Gottardo-Sud Ambri-Piotta,185.0,6,111.75282308657465,11,0.0,111.75282308657465,121.75282308657465,0,185.0,106.0,37.1349149792678,2.5289269593386976,21.277302636769658,100.0,11,11,1,0
A2_sens_plus,11,A2,1,0.8281053952321205,84.14119910788814,0.24917744759287108,337.67582066803146,19,Coldrerio-Ovest,283.0,7,170.62810539523213,17,0.0,170.62810539523213,180.62810539523213,6,283.0,8.0,70.51721766878252,13.62398143910562,1.9934195807429687,100.0,19,19,1,0
A2_sens_plus,12,A2,1,0.903387703889586,61.50920960645316,0.15040076047333395,408.9687406690922,19,Coldrerio-Ovest,283.0,7,170.7033877038896,17,9.096612296110408,179.8,189.8,0,283.0,8.0,42.563415213953505,18.945794392499657,1.2032060837866716,100.0,19,19,1,0
A2_sens_plus,13,A2,1,0.9786700125470514,75.82092906166639,0.15165798018975568,499.9468472862334,19,Coldrerio-Ovest,283.0,7,170.77867001254705,17,9.171894604767886,179.95056461731494,189.95056461731494,1,283.0,8.0,42.919208393700856,32.901720667965535,1.2132638415180454,100.0,19,19,1,0
A2_sens_plus,14,A2,1,1.053952321204517,45.47313590618649,0.24930845819305064,182.3970844622312,10,Wassen,158.0,1,95.85395232120453,9,0.0,95.85395232120453,105.85395232120453,0,158.0,133.0,39.390736394502,6.082399511684493,33.158024939675734,100.0,10,10,1,0
A2_sens_plus,15,A2,1,1.1292346298619824,28.17909774278215,0.20846388341341654,135.17496307453212,6,Neuenkirch-West,86.0,3,52.729234629861985,5,0.0,52.729234629861985,62.729234629861985,1,86.0,205.0,17.92789397355382,10.25120376922833,42.73509609975039,100.0,6,6,1,0
A2_sens_plus,16,A2,1,1.2045169385194479,54.366782961266786,0.16269099755185132,334.1720425799192,19,Coldrerio-Ovest,283.0,7,171.00451693851946,17,9.021329987452958,180.02584692597242,190.02584692597242,2,283.0,8.0,46.04155230717392,8.325230654092863,1.3015279804148105,100.0,19,19,1,0
A2_sens_plus,17,A2,1,1.2797992471769135,15.105380488334026,0.23973021997540936,63.00991376841635,3,Gunzgen-Süd,46.0,6,28.879799247176916,2,0.0,28.879799247176916,38.87979924717692,0,46.0,245.0,11.027590118868831,4.077790369465195,58.733903893975295,100.0,3,3,1,0
A2_sens_plus,18,A2,1,1.355081555834379,76.21049375940656,0.23803803001276921,320.1610001364839,19,Coldrerio-Ovest,283.0,7,171.15508155583439,17,9.021329987452958,180.17641154328734,190.17641154328734,3,283.0,8.0,67.36476249361368,8.845731265792878,1.9043042401021537,100.0,19,19,1,0
A2_sens_plus,19,A2,1,1.4303638644918444,60.53315192976519,0.20362004131113753,297.28484259203503,19,Coldrerio-Ovest,283.0,7,171.23036386449186,17,9.02132998745293,180.2516938519448,190.2516938519448,4,283.0,8.0,57.62447169105192,2.9086802387132664,1.6289603304891003,100.0,19,19,1,0
A2_sens_plus,20,A2,1,1.5056461731493098,70.64701920682991,0.21217920298607565,332.95920718236533,19,Coldrerio-Ovest,283.0,7,171.3056461731493,17,9.021329987452958,180.32697616060227,190.32697616060227,5,283.0,8.0,60.04671444505941,10.600304761770502,1.6974336238886052,100.0,19,19,1,0
A2_sens_plus,21,A2,1,1.5809284818067755,38.36207745038947,0.17731871915008762,216.34533361319126,13,Bodio/Personico,212.0,1,128.78092848180677,12,0.0,128.78092848180677,138.78092848180677,0,212.0,79.0,37.591568459818575,0.770508990570896,14.008178812856922,100.0,13,13,1,0
A2_sens_plus,22,A2,1,1.656210790464241,87.65584195159227,0.1550519696372005,565.332011948603,19,Coldrerio-Ovest,283.0,7,171.45621079046424,17,9.171894604767886,180.62810539523213,190.62810539523213,6,283.0,8.0,43.87970740732774,43.77613454426452,1.240415757097604,100.0,19,19,1,0
A2_sens_plus,23,A2,1,1.7314930991217063,81.44968970577581,0.20945676088908644,388.8615930087157,18,Riva San Vitale-Nord,278.0,1,168.5314930991217,16,0.0,168.5314930991217,178.5314930991217,0,278.0,13.0,58.22897952716603,23.220710178609778,2.7229378915581237,100.0,18,19,0,1
A2_sens_plus,24,A2,1,1.806775407779172,72.27067976590095,0.1794755193202763,402.67708955299366,18,Riva San Vitale-Nord,278.0,1,168.60677540777917,16,9.924717691342522,178.5314930991217,188.5314930991217,0,278.0,13.0,49.89419437103681,22.37648539486414,2.333181751163592,100.0,18,19,0,1
A2_sens_plus,25,A2,1,1.8820577164366374,25.571096628157406,0.2163621046660352,118.18657739361319,6,Neuenkirch-West,86.0,3,53.482057716436636,5,0.0,53.482057716436636,63.482057716436636,2,86.0,205.0,18.60714100127903,6.963955626878377,44.354231456537214,100.0,6,6,1,0
A2_sens_plus,26,A2,1,1.9573400250941029,47.33768029816274,0.23362451768426012,202.6229129005153,12,Lavorgo,201.0,1,122.55734002509409,12,8.11794228356338,130.67528230865747,140.67528230865747,0,201.0,90.0,46.95852805453629,0.37915224362645006,21.02620659158341,100.0,12,12,1,0
A2_sens_plus,27,A2,1,2.0326223337515685,13.504301262978302,0.1518160543914364,88.95173384073964,6,Neuenkirch-West,86.0,3,53.63262233375157,5,8.569636135508155,62.202258469259725,72.20225846925973,0,86.0,205.0,13.05618067766353,0.44812058531477206,31.12229115024446,100.0,6,6,1,0
A2_sens_plus,28,A2,1,2.107904642409034,22.343159365403828,0.20957137746857274,106.61360170118843,6,Neuenkirch-West,86.0,3,53.707904642409034,5,9.021329987452951,62.729234629861985,72.72923462986199,1,86.0,205.0,18.023138462297254,4.320020903106574,42.96213238105741,100.0,6,6,1,0
A2_sens_plus,29,A2,1,2.1831869510664994,64.64391625939638,0.17312805396868522,373.387875491796,17,Agno/Muzzano-Sud,263.0,1,159.98318695106647,15,8.494353826850698,168.47754077791717,178.47754077791717,0,263.0,28.0,45.53267819376421,19.111238065632165,4.847585511123186,100.0,17,19,0,2
A2_sens_plus,30,A2,1,2.258469259723965,69.58097247262538,0.23738884979038014,293.10969126842724,16,Sasso/Cadenazzo-Nord,243.0,1,148.05846925972398,14,0.0,148.05846925972398,158.05846925972398,0,243.0,48.0,57.685490499062375,11.895481973563001,11.394664789938247,100.0,16,19,0,3
A2_sens_plus,31,A2,1,2.3337515683814303,87.4007785947368,0.17536645065618284,498.38939128722876,16,Sasso/Cadenazzo-Nord,243.0,1,148.13375156838146,14,9.924717691342522,158.05846925972398,168.05846925972398,0,243.0,48.0,42.614047509452426,44.78673108528438,8.417589631496776,100.0,16,19,0,3
A2_sens_plus,32,A2,1,2.4090338770388957,36.06602865105216,0.21107701332354184,170.8666807586937,10,Wassen,158.0,1,97.2090338770389,9,8.644918444165626,105.85395232120453,115.85395232120453,0,158.0,133.0,33.35016810511961,2.71586054593255,28.073242772031065,100.0,10,10,1,0
A2_sens_plus,33,A2,1,2.484316185696361,39.636776482789514,0.20535408400896116,193.01674312481586,11,San Gottardo-Sud Ambri-Piotta,185.0,6,113.48431618569636,11,0.0,113.48431618569636,123.48431618569636,1,185.0,106.0,37.99050554165781,1.6462709411317036,21.76753290494988,100.0,11,11,1,0
A2_sens_plus,34,A2,1,2.559598494353827,47.564464902064636,0.1896166500059249,250.8454025560435,15,Bellinzona-Nord,233.0,10,142.35959849435383,14,0.0,142.35959849435383,152.35959849435383,0,233.0,58.0,44.1806794513805,3.3837854506841367,10.997765700343644,100.0,15,16,0,1
A2_sens_plus,35,A2,1,2.6348808030112925,25.157708726742854,0.2177620763599794,115.52842050034002,6,Neuenkirch-West,86.0,3,54.23488080301129,5,9.247176913425342,63.482057716436636,73.48205771643663,2,86.0,205.0,18.72753856695823,6.430170159784623,44.64122565379578,100.0,6,6,1,0
A2_sens_plus,36,A2,1,2.710163111668758,20.39372042683773,0.22257696347154338,91.62547690810366,5,Inseli,79.0,1,50.11016311166876,5,0.0,50.11016311166876,60.11016311166876,0,79.0,212.0,17.583580114251927,2.810140312585805,47.1863162559672,100.0,5,6,0,1
A2_sens_plus,37,A2,1,2.7854454203262233,48.0563940980747,0.20669377953193868,232.50043715345066,14,Moleno-Sud,225.0,1,137.78544542032623,13,0.0,137.78544542032623,147.78544542032623,0,225.0,66.0,46.5061003946862,1.5502937033884976,13.641789449107954,100.0,14,14,1,0
A2_sens_plus,38,A2,1,2.8607277289836888,28.15274792407073,0.2258422237184754,124.65670706096421,5,Inseli,79.0,1,50.260727728983696,5,9.849435382685066,60.11016311166876,70.11016311166875,0,79.0,212.0,17.841535673759555,10.311212250311176,47.87855142831678,100.0,5,6,0,1
A2_sens_plus,39,A2,1,2.936010037641154,63.585119574600824,0.24834170759929375,256.03882726455754,15,Bellinzona-Nord,233.0,10,142.73601003764117,14,0.0,142.73601003764117,152.73601003764117,1,233.0,58.0,57.863617870635444,5.72150170396538,14.403819040759037,100.0,15,16,0,1
A2_sens_plus,40,A2,1,3.0112923462986196,44.97215350978646,0.1919272387900805,234.31876472195037,15,Bellinzona-Nord,233.0,10,142.81129234629864,14,0.0,142.81129234629864,152.81129234629864,2,233.0,58.0,44.719046638088756,0.2531068716977032,11.13177984982467,100.0,15,15,1,0
A2_sens_plus,41,A2,1,3.0865746549560855,76.614255684627,0.2014583051885531,380.29832333256536,15,Bellinzona-Nord,233.0,10,142.8865746549561,14,0.0,142.8865746549561,152.8865746549561,3,233.0,58.0,46.939785108932874,29.674470575694123,11.684581700936079,100.0,15,19,0,4
A2_sens_plus,42,A2,1,3.161856963613551,66.02120816017992,0.15124698779412132,436.5125489312128,15,Bellinzona-Nord,233.0,10,142.96185696361357,14,0.0,142.96185696361357,152.96185696361357,4,233.0,58.0,35.24054815603027,30.780660004149652,8.772325292059037,100.0,15,19,0,4
A2_sens_plus,43,A2,1,3.2371392722710164,34.98933131056329,0.22960285563103783,152.3906626265558,8,Amsteg,148.0,1,92.03713927227102,9,0.0,92.03713927227102,102.03713927227102,0,148.0,143.0,33.9812226333936,1.0081086771696874,32.83320835523841,100.0,8,8,1,0
A2_sens_plus,44,A2,1,3.312421580928482,76.58078411161608,0.20202300670459938,379.06961865780704,15,Bellinzona-Nord,233.0,10,143.1124215809285,14,0.0,143.1124215809285,153.1124215809285,5,233.0,58.0,47.071360562171655,29.509423549444428,11.717334388866764,100.0,15,19,0,4
A2_sens_plus,45,A2,1,3.3877038895859473,74.38114859974415,0.19079614303605652,389.8461856521264,15,Bellinzona-Nord,233.0,10,143.18770388958595,14,0.0,143.18770388958595,153.18770388958595,6,233.0,58.0,44.455501327401166,29.925647272342985,11.066176296091278,100.0,15,19,0,4
A2_sens_plus,46,A2,1,3.4629861982434127,40.99827032241396,0.15940719630893957,257.1920921496991,15,Bellinzona-Nord,233.0,10,143.26298619824342,14,0.0,143.26298619824342,153.26298619824342,7,233.0,58.0,37.14187673998292,3.856393582431039,9.245617385918495,100.0,15,16,0,1
A2_sens_plus,47,A2,1,3.538268506900878,33.066248314419525,0.23896564216753974,138.37239535563296,4,Knutwil-Süd,71.0,7,46.13826850690087,4,0.0,46.13826850690087,56.13826850690087,1,71.0,220.0,16.96656059389532,16.099687720524205,52.57244127685874,100.0,4,6,0,2
A2_sens_plus,48,A2,1,3.613550815558344,64.59964031799804,0.18950072400405563,340.8938971474088,15,Bellinzona-Nord,233.0,10,143.41355081555835,14,0.0,143.41355081555835,153.41355081555835,8,233.0,58.0,44.15366869294496,20.445971625053076,10.991041992235226,100.0,15,19,0,4
A2_sens_plus,49,A2,1,3.6888331242158094,21.180198688744785,0.21825815982092203,97.0419557560774,4,Knutwil-Süd,71.0,7,46.288833124215806,4,0.0,46.288833124215806,56.288833124215806,2,71.0,220.0,15.496329347285464,5.683869341459321,48.01679516060285,100.0,4,6,0,2
A2_sens_plus,50,A2,1,3.764115432873275,25.992656198008667,0.16493741563681508,157.5910238295679,9,Wiler,156.0,1,97.36411543287328,9,0.0,97.36411543287328,107.36411543287328,0,156.0,135.0,25.730236839343153,0.2624193586655146,22.266551110970035,100.0,9,9,1,0
A2_sens_plus,51,A2,1,3.8393977415307403,10.588981580080441,0.24615496295410325,43.01754249844155,2,Teufengraben,40.0,11,27.83939774153074,2,0.0,27.83939774153074,37.83939774153074,0,40.0,251.0,9.84619851816413,0.7427830619163114,61.78489570147991,100.0,2,2,1,0
A2_sens_plus,52,A2,1,3.9146800501882058,72.95395020017108,0.16784417618218309,434.6528539720358,15,Bellinzona-Nord,233.0,10,143.7146800501882,14,0.0,143.7146800501882,153.7146800501882,9,233.0,58.0,39.10769305044866,33.84625714972242,9.734962218566618,100.0,15,19,0,4
A2_sens_plus,53,A2,1,3.989962358845671,63.188068527362574,0.16995419928994904,371.7946881651395,15,Bellinzona-Nord,233.0,10,143.78996235884568,14,8.569636135508148,152.35959849435383,162.35959849435383,0,233.0,58.0,39.599328434558124,23.58874009280445,9.857343558817044,100.0,15,19,0,4
A2_sens_plus,54,A2,1,4.065244667503137,66.41323029010681,0.23589828605577137,281.5333311680158,15,Bellinzona-Nord,233.0,10,143.86524466750313,14,8.870765370138031,152.73601003764117,162.73601003764117,1,233.0,58.0,54.96430065099473,11.44892963911208,13.68210059123474,100.0,15,18,0,3
A2_sens_plus,55,A2,1,4.1405269761606025,72.45832248175743,0.24125827441419312,300.3350772432398,15,Bellinzona-Nord,233.0,10,143.9405269761606,14,8.870765370138031,152.81129234629864,162.81129234629864,2,233.0,58.0,56.213177938506995,16.24514454325044,13.9929799160232,100.0,15,19,0,4
A2_sens_plus,56,A2,1,4.215809284818068,46.713262043067196,0.17121474075233015,272.8343473103174,15,Bellinzona-Nord,233.0,10,144.0158092848181,14,8.870765370138002,152.8865746549561,162.8865746549561,3,233.0,58.0,39.893034595292924,6.820227447774272,9.930454963635148,100.0,15,17,0,2
A2_sens_plus,57,A2,1,4.291091593475533,55.4992956762315,0.19698008881748277,281.7507901910628,15,Bellinzona-Nord,233.0,10,144.09109159347554,14,8.870765370138031,152.96185696361357,162.96185696361357,4,233.0,58.0,45.896360694473486,9.602934981758011,11.424845151414,100.0,15,18,0,3
A2_sens_plus,58,A2,1,4.366373902132999,21.183759850212596,0.223349490456283,94.84579439575202,4,Knutwil-Süd,71.0,7,46.96637390213299,4,0.0,46.96637390213299,56.96637390213299,3,71.0,220.0,15.857813822396093,5.325946027816503,49.136887900382256,100.0,4,6,0,2
A2_sens_plus,59,A2,1,4.441656210790464,19.162405882877877,0.23783657338108016,80.56963489872682,4,Knutwil-Süd,71.0,7,47.04165621079046,4,0.0,47.04165621079046,57.04165621079046,4,71.0,220.0,16.88639671005669,2.276009172821187,52.324046143837634,100.0,4,5,0,1
A2_sens_plus,60,A2,1,4.51693851944793,63.47223694323773,0.18790526950373052,337.78848837433804,15,Bellinzona-Nord,233.0,10,144.31693851944794,14,8.795483061480553,153.1124215809285,163.1124215809285,5,233.0,58.0,43.78192779436921,19.690309148868522,10.89850563121637,100.0,15,19,0,4
A2_sens_plus,61,A2,1,4.592220828105395,47.6876964914506,0.20170194868494293,236.4265531511471,15,Bellinzona-Nord,233.0,10,144.3922208281054,14,8.795483061480553,153.18770388958595,163.18770388958595,6,233.0,58.0,46.9965540435917,0.6911424478589012,11.69871302372669,100.0,15,15,1,0
A2_sens_plus,62,A2,1,4.6675031367628605,55.218888518495106,0.22417164105197349,246.32414813652892,15,Bellinzona-Nord,233.0,10,144.46750313676287,14,8.795483061480553,153.26298619824342,163.26298619824342,7,233.0,58.0,52.231992365109825,2.986896153385281,13.001955181014463,100.0,15,16,0,1
A2_sens_plus,63,A2,1,4.742785445420326,71.19990859328205,0.22311359766527955,319.1195397247723,15,Bellinzona-Nord,233.0,10,144.54278544542035,14,8.870765370138002,153.41355081555835,163.41355081555835,8,233.0,58.0,51.98546825601014,19.21444033727191,12.940588664586214,100.0,15,19,0,4
A2_sens_plus,64,A2,1,4.818067754077791,60.777465600047265,0.2282960130026085,266.22219460027463,15,Bellinzona-Nord,233.0,10,144.6180677540778,14,9.096612296110408,153.7146800501882,163.7146800501882,9,233.0,58.0,53.192971029607776,7.584494570439489,13.241168754151293,100.0,15,17,0,2
A2_sens_plus,65,A2,1,4.893350062735257,54.286352052639664,0.20699338186415264,262.261293398584,14,Moleno-Sud,225.0,1,139.89335006273527,13,7.892095357590961,147.78544542032623,157.78544542032623,0,225.0,66.0,46.57351091943435,7.712841133205316,13.661563203034074,100.0,14,16,0,2
A2_sens_plus,66,A2,1,4.968632371392722,54.736572859633085,0.1604615096804775,341.1196427643519,13,Bodio/Personico,212.0,1,132.16863237139273,13,6.612296110414036,138.78092848180677,148.78092848180677,0,212.0,79.0,34.017840052261235,20.71873280737185,12.676459264757723,100.0,13,19,0,6
A2_sens_plus,67,A2,1,5.043914680050189,34.316007845008976,0.240397329087804,142.7470428861346,7,Gotthard-West,139.0,10,88.44391468005018,8,0.0,88.44391468005018,98.44391468005018,0,139.0,152.0,33.41522874320476,0.9007791018042184,36.54039402134621,100.0,7,7,1,0
A2_sens_plus,68,A2,1,5.119196988707654,12.465426765435152,0.2365572539321028,52.69517868605715,3,Gunzgen-Süd,46.0,6,32.71919698870766,3,0.0,32.71919698870766,42.71919698870766,1,46.0,245.0,10.881633680876728,1.5837930845584243,57.956527213365185,100.0,3,3,1,0
A2_sens_plus,69,A2,1,5.1944792973651195,44.93739113858899,0.22980974358183331,195.54171393340928,11,San Gottardo-Sud Ambri-Piotta,185.0,6,116.19447929736512,11,0.0,116.19447929736512,126.19447929736512,2,185.0,106.0,42.51480256263916,2.422588575949831,24.35983281967433,100.0,11,11,1,0
A2_sens_plus,70,A2,1,5.269761606022585,27.166773825562338,0.15998624771607295,169.80693161686696,9,Wiler,156.0,1,98.86976160602259,9,8.494353826850684,107.36411543287328,117.36411543287328,0,156.0,135.0,24.95785464370738,2.2089191818549594,21.598143441669848,100.0,9,10,0,1
A2_sens_plus,71,A2,1,5.34504391468005,42.682291497970894,0.1704397367081429,250.42453316540303,12,Lavorgo,201.0,1,125.94504391468004,12,14.73023839397743,140.67528230865747,150.67528230865747,0,201.0,90.0,34.258387078336725,8.42390441963417,15.339576303732862,100.0,12,16,0,4
A2_sens_plus,72,A2,1,5.420326223337516,78.27224586145329,0.2243600365107652,348.8689299517815,19,Coldrerio-Ovest,283.0,7,175.22032622333754,17,14.579673776662474,189.8,199.8,0,283.0,8.0,63.49389033254655,14.778355528906737,1.7948802920861215,100.0,19,19,1,0
