scenario,car_id,highway,sens,entry_time_min,battery_pct_initial,consumption_pct_per_km,remaining_range_km,assigned_station_id,assigned_station_name,station_pk,station_chargers,arrival_time_min,arrival_slot,waiting_time_min,charging_start_min,charging_end_min,assigned_charger_index,distance_to_station_km,distance_station_to_exit_km,battery_used_to_station_pct,battery_pct_at_station,battery_needed_to_exit_after_charge_pct,battery_pct_after_charge,station_rank_assigned,station_rank_max_feasible,assigned_furthest,fallback_steps,forced_over_threshold
A13_sens_plus,0,A13,1,0,82.44834213522496,0.18620430232604973,442.78430253912853,4,Ghiffa,153.0,1,91.8,9,0.0,91.8,101.8,0,153.0,37.0,28.48925825588561,53.95908387933935,6.88955918606384,100.0,4,4,1,0,0
A13_sens_plus,1,A13,1,1,16.178143456939456,0.18754150706996994,86.26433534472741,1,Apfelwuhr,65.0,1,40.0,4,0.0,40.0,50.0,0,65.0,125.0,12.190197959548046,3.9879454973914097,23.442688383746244,100.0,1,1,1,0,0
A13_sens_plus,2,A13,1,2,31.80558047349102,0.18784572227571034,169.31756596942046,4,Ghiffa,153.0,1,93.8,9,8.0,101.8,111.8,0,153.0,37.0,28.74039550818368,3.0651849653073384,6.950291724201282,100.0,4,4,1,0,0
A13_sens_plus,3,A13,1,3,59.74803857969064,0.1599485810917496,373.5452866907148,3,Isola,147.0,1,91.2,9,0.0,91.2,101.2,0,147.0,43.0,23.51244142048719,36.23559715920345,6.877788986945232,100.0,3,4,0,1,0
A13_sens_plus,4,A13,1,4,84.72227266314914,0.22442102298707417,377.514867081008,3,Isola,147.0,1,92.2,9,9.0,101.2,111.2,0,147.0,43.0,32.989890379099904,51.73238228404924,9.65010398844419,100.0,3,4,0,1,0
A13_sens_plus,5,A13,1,5,16.795742955102124,0.17678823645072667,95.00486736165463,1,Apfelwuhr,65.0,1,44.0,4,6.0,50.0,60.0,0,65.0,125.0,11.491235369297232,5.304507585804892,22.098529556340832,100.0,1,1,1,0,0
A13_sens_plus,6,A13,1,6,60.33838133823697,0.199245740050875,302.8339844195931,4,Ghiffa,153.0,1,97.8,9,14.0,111.8,121.8,0,153.0,37.0,30.484598227783877,29.853783110453094,7.372092381882375,100.0,4,4,1,0,0
A13_sens_plus,7,A13,1,7,72.04573971794095,0.24309020234151787,296.3745104655586,2,Viamala,100.0,16,67.0,6,0.0,67.0,77.0,0,100.0,90.0,24.309020234151788,47.73671948378916,21.87811821073661,100.0,2,4,0,2,0
A13_sens_plus,8,A13,1,8,50.91548096825677,0.21182152292541592,240.36972383672517,3,Isola,147.0,1,96.2,9,15.0,111.2,121.2,0,147.0,43.0,31.137763870036142,19.77771709822063,9.108325485792884,100.0,3,4,0,1,0
A13_sens_plus,9,A13,1,9,69.88061749300027,0.24020538091493174,290.9202834125866,2,Viamala,100.0,16,69.0,6,0.0,69.0,79.0,1,100.0,90.0,24.020538091493172,45.8600794015071,21.618484282343857,100.0,2,4,0,2,0
